5.02016 2.8676 1.96353 1.11573 0.747825 0.285406 0.0287432 -0.177054 -0.313697 -0.3696 -0.385464 -0.399362 -0.360036 -0.307528 -0.27407 -0.185921 -0.153099 0.0134138 0.0213592 0.288479 0.432089 0.509175 0.559088 0.720457 1.01857 
4.81433 2.85156 1.85674 1.18845 0.707771 0.287864 0.0693167 -0.120234 -0.264838 -0.337823 -0.373658 -0.359844 -0.282551 -0.224818 -0.191064 -0.135647 0.0226316 0.0787403 0.164954 0.464701 0.455969 0.619044 0.600137 0.674264 1.17522 
4.82502 2.9459 1.92992 1.24664 0.678097 0.306369 0.0566848 -0.112298 -0.215473 -0.272494 -0.311089 -0.311289 -0.224331 -0.140261 -0.205743 -0.0125422 -0.0574323 0.247987 0.232274 0.435969 0.90108 0.744057 1.05404 1.03612 1.29743 
4.9706 2.78281 1.69596 1.0275 0.602507 0.288883 0.10146 -0.0926327 -0.191042 -0.232891 -0.195563 -0.232648 -0.230677 -0.108235 -0.0759973 0.0666924 0.293108 0.338349 0.36738 0.545511 0.878281 0.824032 1.09328 1.47842 1.53977 
4.74738 2.93856 1.83901 1.12878 0.622923 0.391048 0.144781 0.00187204 -0.11964 -0.158631 -0.186744 -0.129796 -0.0882954 0.107038 0.150524 0.133924 0.314339 0.502863 0.731612 0.955618 1.19365 1.23735 1.4899 1.44734 1.87297 
4.78235 2.99281 1.80867 1.15462 0.697746 0.375883 0.172751 0.0589614 -0.0163757 -0.0707203 -0.0640709 -0.0312838 -0.000355635 0.185538 0.211309 0.364195 0.490248 0.666623 0.672532 1.11743 1.35687 1.43657 1.61075 2.00635 2.0936 
4.61758 2.84683 1.83274 1.1984 0.789971 0.443594 0.258566 0.166147 0.0885123 0.0840752 0.0728164 0.104849 0.145998 0.246344 0.275761 0.475333 0.766888 0.786494 0.886978 1.33185 1.58877 1.78 1.8825 2.1187 2.54803 
4.61136 3.17426 1.83578 1.22862 0.783367 0.485473 0.335119 0.179054 0.225021 0.140657 0.241471 0.264052 0.35898 0.398032 0.796215 0.877513 0.735416 1.22761 1.43089 1.7239 1.73035 2.00688 3.04694 2.60104 2.41289 
4.31356 3.11632 1.89306 1.27498 0.830259 0.49772 0.415763 0.342547 0.330217 0.295355 0.371183 0.473232 0.492358 0.605168 0.852227 1.05541 1.31701 1.33175 1.52902 1.68648 1.92209 2.42265 2.37537 2.66974 3.16962 
4.81453 3.1188 2.06414 1.42117 1.01844 0.677391 0.534291 0.414819 0.409954 0.449008 0.515836 0.656505 0.811729 0.737335 0.83313 1.1928 1.39563 1.60412 1.78898 2.19209 2.36209 2.49817 3.11509 3.29087 3.23503 
4.80697 3.20523 2.07656 1.45373 1.17472 0.835483 0.722498 0.614327 0.619912 0.692663 0.614237 0.86899 1.05689 1.09373 1.49354 1.55999 1.44347 1.94842 2.38761 2.37139 2.40329 2.93356 3.64514 3.54357 3.91613 
4.90101 3.50591 2.29211 1.59881 1.19064 1.00686 0.862155 0.742651 0.807602 0.918766 1.04949 1.07729 1.34513 1.57532 1.60618 1.83701 2.35319 2.3884 2.60887 2.91752 3.12872 3.19389 3.72094 4.04423 4.42611 
4.70664 3.27216 2.3116 1.77281 1.42709 1.2039 1.04442 1.02151 1.04121 1.23469 1.35063 1.34741 1.42844 1.75918 2.11624 2.13981 2.47588 2.42027 2.74555 3.09058 3.23605 3.54311 4.34208 5.35743 4.96237 
5.59704 3.69051 2.65302 2.03071 1.64521 1.35411 1.29351 1.27513 1.24696 1.43408 1.34809 1.80863 1.71439 2.28044 2.2481 2.59845 2.53183 2.95309 3.31034 3.70425 3.97437 4.75949 4.51782 5.05187 5.47645 
5.67925 4.08244 2.99162 2.23681 1.83304 1.57158 1.58064 1.61058 1.7786 1.7498 1.81822 2.01438 2.38695 2.16613 2.83244 2.90523 3.37796 3.56901 3.99777 4.42659 4.47454 5.22547 6.4362 5.79245 6.85876 
